Imagem;SNR Ruído Gaussiano;SNR Ruído Spekle;SNR Ruído Sal e Pimenta;SNR Ruído Não Estacionário
sf_1673034-PPT.jpg;0.03173117338235988;1.6004211684608696;1.6792959327153223;2.621936140285861
sf_1673042-PPT.jpg;1.6385927321730864;2.596790930426672;0.6170167209125722;1.1210519483347312
sf_1858071-PPT.jpg;1.4961558629230722;3.686543863683569;2.4452213644708176;4.257714678673484
sf_1858074-PPT.jpg;2.6223454823549535;4.200523006328998;3.4913072881944633;4.970346416983771
sf_4387058-PPT.jpg;4.162930339832554;7.294799336158814;3.3872186581332997;5.039979436180285
sf_5110009-PPT.jpg;3.7589848420424494;6.264784066110573;3.562766744017022;6.001157778679325
sf_5360472-PPT.jpg;1.958261208469196;5.16650702049305;2.1427112623093496;3.462408446054488
sf_5361210-PPT.jpg;1.7077515894217552;4.09805519623508;2.596259195012165;4.310686833935443
sf_5367921-PPT.jpg;7.21800892809833;5.849137230534149;4.502110688764511;4.840242537857258
sf_5367922-PPT.jpg;4.959578338861681;3.718808674085421;2.385712413622719;2.6216816977046484
sf_5367923-PPT.jpg;6.770872471202988;5.7922239849687625;4.3515947523651715;4.511247482297392
sf_5367924-PPT.jpg;6.640209488825706;5.218697204576628;3.9272403865502103;4.193491917571334
sf_5383669-PPT.jpg;3.634685533130993;3.1230091879884343;3.9587030119452207;4.160627068565663
sf_5383670-PPT.jpg;1.8405018240733826;0.016338270715555266;1.5168094972469504;2.5257191368305194
sf_5438976-PPT.jpg;5.772820122697607;4.215660277159311;3.1781558464445188;3.1514347176834727
sf_5438977-PPT.jpg;4.18611406611395;2.370798358942396;1.7374831717133856;1.8075393716068464
sf_5438978-PPT.jpg;6.52148220116602;4.223412766203764;4.107243926231741;3.9112902163891468
sf_5507023-PPT.jpg;1.2133775489207728;2.5004154789679314;0.9793387437980693;0.09019142643080891
sf_5507028-PPT.jpg;5.035746401744172;6.174319830043487;5.014994518266676;7.364786870405483
